Date,Year_Month,SKU,Product_Name,Brand,Category,Months_From_Start,Months_Since_Launch,Lifecycle_Stage,Stores_Carrying,Total_Eligible_Stores,TDP_Percentage,Weighted_TDP,Weighted_TDP_Percentage,Northeast_TDP,Southeast_TDP,Midwest_TDP,West_TDP,Southwest_TDP,Grocery_TDP,Convenience_TDP,BigBox_TDP,Liquor_TDP,GasStation_TDP,Distribution_Velocity,Market_Penetration_Rate
2023-12-01,2023-12,BEER-1071,Original,Tecate,Beer,10.97,8.31,Growth,968,1165,83.09,3107.95,91.73,67.92,72.28,73.82,60.23,72.53,82.44,55.99,60.80,82.95,45.30,2.00,88.76
2023-12-01,2023-12,BEER-1072,Clara,Pacifico,Beer,10.97,2.60,Launch,393,1165,33.73,1423.03,42.00,29.69,29.02,33.15,21.97,18.68,32.53,22.56,27.14,35.02,16.24,8.50,77.36
2023-12-01,2023-12,BEER-1073,Munich Dunkel,Negra Modelo,Beer,10.97,4.53,Growth,855,1165,73.39,2889.81,85.29,59.73,62.95,68.52,50.38,63.74,73.25,49.30,50.25,75.58,40.17,8.50,76.23
2023-12-01,2023-12,SELT-1075,White Claw Mango,White Claw,Hard Seltzer,10.97,4.76,Rapid_Growth,180,1165,15.45,660.09,19.48,15.36,12.95,10.58,14.02,10.99,15.17,4.74,5.53,33.64,2.56,3.00,26.85
2023-12-01,2023-12,SELT-1078,White Claw Watermelon,White Claw,Hard Seltzer,10.97,4.93,Rapid_Growth,184,1165,15.79,684.98,20.22,14.33,13.73,10.03,15.15,14.29,14.77,6.13,7.54,32.72,1.71,3.00,34.63
2023-12-01,2023-12,SELT-1079,White Claw Tangerine,White Claw,Hard Seltzer,10.97,1.18,Launch,69,1165,5.92,255.76,7.55,6.48,4.40,3.06,6.82,4.40,4.99,1.67,2.51,14.29,1.71,3.00,28.93
2023-12-01,2023-12,SELT-1081,Truly Colima Lime,Truly,Hard Seltzer,10.97,2.96,Rapid_Growth,129,1165,11.07,510.32,15.06,10.58,9.59,5.85,12.88,6.59,11.98,4.46,5.53,17.97,2.56,3.00,21.11
2023-12-01,2023-12,SELT-1082,Truly Grapefruit,Truly,Hard Seltzer,10.97,0.30,Launch,37,1165,3.18,137.79,4.07,2.05,2.59,2.51,3.41,3.30,2.59,1.67,1.01,6.45,1.71,3.00,33.96
2023-12-01,2023-12,SELT-1087,Bud Light Seltzer Strawberry,Bud Light Seltzer,Hard Seltzer,10.97,3.02,Rapid_Growth,141,1165,12.10,555.42,16.39,11.60,11.66,6.69,11.36,8.79,11.18,3.90,6.03,25.81,2.56,3.00,22.89
2023-12-01,2023-12,SELT-1090,Bud Light Seltzer Pineapple,Bud Light Seltzer,Hard Seltzer,10.97,1.64,Launch,52,1165,4.46,208.73,6.16,4.78,4.15,3.62,2.65,2.20,3.79,1.11,2.51,9.68,2.56,3.00,29.81
2023-12-01,2023-12,SELT-1091,Corona Hard Seltzer Tropical Lime,Corona Hard Seltzer,Hard Seltzer,10.97,1.84,Launch,56,1165,4.81,211.19,6.23,6.83,3.89,3.06,3.41,1.10,4.99,0.28,2.01,11.98,0.00,3.00,29.07
2023-12-01,2023-12,SELT-1098,Vizzy Blueberry Pomegranate,Vizzy,Hard Seltzer,10.97,4.34,Rapid_Growth,120,1165,10.30,427.66,12.62,8.87,10.88,4.74,10.61,7.69,10.58,3.34,5.03,19.35,2.56,3.00,18.32
2023-12-01,2023-12,SELT-1100,Bon & Viv Black Cherry,Bon & Viv,Hard Seltzer,10.97,2.37,Rapid_Growth,109,1165,9.36,425.20,12.55,8.19,7.51,8.36,6.82,8.79,7.78,5.01,7.54,16.13,1.71,3.00,23.62
2023-12-01,2023-12,SELT-1101,Bon & Viv Cranberry,Bon & Viv,Hard Seltzer,10.97,0.33,Launch,29,1165,2.49,120.59,3.56,0.68,2.33,2.23,1.89,5.49,2.99,0.28,1.51,4.61,0.00,3.00,29.20
2023-12-01,2023-12,SELT-1102,Bon & Viv Clementine Hibiscus,Bon & Viv,Hard Seltzer,10.97,2.30,Rapid_Growth,99,1165,8.50,406.75,12.01,8.53,5.70,4.74,10.61,7.69,7.39,3.90,4.02,17.97,0.85,3.00,24.92
2023-12-01,2023-12,SELT-1103,"Smirnoff Seltzer Red, White & Berry",Smirnoff Seltzer,Hard Seltzer,10.97,2.53,Rapid_Growth,90,1165,7.73,376.20,11.10,8.19,6.22,5.01,7.20,5.49,7.19,3.90,3.02,13.82,3.42,3.00,15.33
2023-12-01,2023-12,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,10.97,5.06,Rapid_Growth,124,1165,10.64,497.23,14.68,8.53,9.33,5.85,13.26,7.69,8.98,3.06,6.53,24.88,0.85,3.00,29.14
2023-12-01,2023-12,SELT-1106,Smirnoff Seltzer Cranberry Lime,Smirnoff Seltzer,Hard Seltzer,10.97,3.42,Rapid_Growth,141,1165,12.10,608.64,17.96,13.99,8.55,7.24,11.74,10.99,12.97,4.18,5.53,22.12,1.71,3.00,20.67
2023-12-01,2023-12,SELT-1110,High Noon Black Cherry,High Noon,Hard Seltzer,10.97,3.98,Rapid_Growth,132,1165,11.33,464.18,13.70,11.60,10.36,9.47,7.95,3.30,10.98,2.51,4.02,26.73,1.71,3.00,26.07
2023-12-01,2023-12,SELT-1112,Topo Chico Tangy Lemon Lime,Topo Chico,Hard Seltzer,10.97,1.97,Launch,40,1165,3.43,153.05,4.52,5.12,1.30,2.51,3.41,2.20,2.79,1.39,2.51,7.37,0.00,3.00,21.68
2023-12-01,2023-12,SELT-1113,Topo Chico Exotic Pineapple,Topo Chico,Hard Seltzer,10.97,2.73,Rapid_Growth,89,1165,7.64,333.22,9.84,7.51,6.22,5.29,6.82,6.59,6.19,3.34,3.52,16.13,3.42,3.00,26.35
2023-12-01,2023-12,SELT-1114,Topo Chico Strawberry Guava,Topo Chico,Hard Seltzer,10.97,0.03,Launch,27,1165,2.32,98.06,2.89,2.73,1.81,0.84,2.65,2.20,1.80,0.56,2.51,5.07,0.00,3.00,22.44
2023-12-01,2023-12,SELT-1117,Michelob Ultra Spicy Pineapple,Michelob Ultra,Hard Seltzer,10.97,1.22,Launch,44,1165,3.78,162.30,4.79,5.12,2.59,1.11,4.92,2.20,5.19,1.39,1.51,4.15,0.85,3.00,27.03
